product_barcode,price,location,datetime,product_name
7898219640208,4.99,Assaí Atacadista - São Gonçalo,2025-01-22 15:00:00+00:00,Goma Fresca Sinhá Maria 1kg
7898219640208,5.99,SantosCart,2025-01-22 15:00:00+00:00,Goma Fresca Sinhá Maria 1kg
0000000000003,6.9,Assaí Atacadista - São Gonçalo,2025-01-22 15:00:00+00:00,Ovos Brancos C/15
0000000000003,7.75,SantosCart,2025-01-22 15:00:00+00:00,Ovos Brancos C/15
0000000000001,13.8,Assaí Atacadista - São Gonçalo,2025-01-22 15:00:00+00:00,Ovos Brancos C/30
0000000000001,15.49,SantosCart,2025-01-22 15:00:00+00:00,Ovos Brancos C/30
7898403782387,6.49,SantosCart,2025-01-15 15:00:00+00:00,Leite Betânia UHT Integral c/tampa 1L
7898403782387,5.99,SuperFácil Atacado - São Gonçalo,2025-01-15 15:00:00+00:00,Leite Betânia UHT Integral c/tampa 1L
7891091011913,10.37,Carrefour - Natal ZN,2025-01-14 15:00:00+00:00,Café São Braz Família Almofada 250g
7891091011913,12.99,SantosCart,2025-01-14 15:00:00+00:00,Café São Braz Família Almofada 250g
7893000005945,21.99,SantosCart,2025-01-14 15:00:00+00:00,Filé de Peito de Frango Sadia Congelado 1kg
7893000005945,19.36,Carrefour - Natal ZN,2025-01-14 15:00:00+00:00,Filé de Peito de Frango Sadia Congelado 1kg
7896264671048,4.49,SantosCart,2025-01-11 15:00:00+00:00,Macarrão Estrela Parafuso 400g
7896264671048,3.89,"Atacadão - Zona Norte, Natal",2025-01-11 15:00:00+00:00,Macarrão Estrela Parafuso 400g
7891515410315,10.9,SantosCart,2025-01-11 15:00:00+00:00,Margarina Claybom Cremosa c/sal 1kg
7891515410315,8.99,"Atacadão - Zona Norte, Natal",2025-01-11 15:00:00+00:00,Margarina Claybom Cremosa c/sal 1kg
7894904271726,4.99,"Atacadão - Zona Norte, Natal",2025-01-11 15:00:00+00:00,Margarina Primor 500g
7894904271726,5.99,SantosCart,2025-01-11 15:00:00+00:00,Margarina Primor 500g
7894904929108,3.35,SantosCart,2025-01-11 15:00:00+00:00,Margarina Delicata Cremosa c/sal 250g
7894904929108,2.59,"Atacadão - Zona Norte, Natal",2025-01-11 15:00:00+00:00,Margarina Delicata Cremosa c/sal 250g
7896045112081,0.85,"Atacadão - Zona Norte, Natal",2025-01-11 15:00:00+00:00,Refresco em Pó Frisco Laranja 18g
7896045112081,0.99,SantosCart,2025-01-11 15:00:00+00:00,Refresco em Pó Frisco Laranja 18g
7891091012026,10.06,Carrefour - Natal ZN,2025-01-11 15:00:00+00:00,Café Nordestino Torrado e Moído 250g
7891091012026,11.99,SantosCart,2025-01-11 15:00:00+00:00,Café Nordestino Torrado e Moído 250g
7896224813082,11.09,Carrefour - Natal ZN,2025-01-11 15:00:00+00:00,Café Santa Clara Clássico Almofada 250g
7892840800406,4.99,SantosCart,2025-01-11 15:00:00+00:00,Refrigerante Pepsi 1L
7896224813082,12.49,SantosCart,2025-01-11 15:00:00+00:00,Café Santa Clara Clássico Almofada 250g
7892840800406,3.4,Carrefour - Natal ZN,2025-01-11 15:00:00+00:00,Refrigerante Pepsi 1L
7896005202074,4.99,SantosCart,2025-01-11 15:00:00+00:00,Farinha Trigo Dona Benta Tradicional 1kg
7896005202074,3.99,"Atacadão - Zona Norte, Natal",2025-01-11 15:00:00+00:00,Farinha Trigo Dona Benta Tradicional 1kg
7896005232705,5.99,SantosCart,2025-01-11 15:00:00+00:00,Farinha de Trigo Dona Benta c/fermento 1kg
7896005232705,4.59,"Atacadão - Zona Norte, Natal",2025-01-11 15:00:00+00:00,Farinha de Trigo Dona Benta c/fermento 1kg
7898219640017,4.99,SantosCart,2025-01-11 15:00:00+00:00,Farinha Mandioca Baiana Fina Amarela 1kg
7898219640017,3.79,"Atacadão - Zona Norte, Natal",2025-01-11 15:00:00+00:00,Farinha Mandioca Baiana Fina Amarela 1kg
7891107101621,9.99,SantosCart,2025-01-11 15:00:00+00:00,Óleo de Soja Soya 900ml
7891107101621,8.79,"Atacadão - Zona Norte, Natal",2025-01-11 15:00:00+00:00,Óleo de Soja Soya 900ml
7896108300103,1.49,SantosCart,2025-01-11 15:00:00+00:00,Vinagre Álcool Regina 500ml
7896108300103,1.19,"Atacadão - Zona Norte, Natal",2025-01-11 15:00:00+00:00,Vinagre Álcool Regina 500ml
7896064445207,2.99,SantosCart,2025-01-04 15:00:00+00:00,Absorvente Definity Normal s/abas 8 und
7898994026914,1.69,Assaí Atacadista - São Gonçalo,2025-01-04 15:00:00+00:00,Creme de Leite Damare Culinário 200g
7898994026914,2.25,SantosCart,2025-01-04 15:00:00+00:00,Creme de Leite Damare Culinário 200g
7896064445214,1.99,Favorito - Natal ZN,2025-01-04 15:00:00+00:00,Absorvente Definity Normal c/abas 8 und
7896064445214,2.99,SantosCart,2025-01-04 15:00:00+00:00,Absorvente Definity Normal c/abas 8 und
7896064445207,1.99,Favorito - Natal ZN,2025-01-04 15:00:00+00:00,Absorvente Definity Normal s/abas 8 und
7896064443180,3.99,Favorito - Natal ZN,2025-01-04 15:00:00+00:00,Absorvente Naturalmente Noturno Longo s/abas 10 und
7896064471015,5.49,SantosCart,2025-01-04 15:00:00+00:00,Absorvente Naturalmente Noturno Longo c/abas 10 und
7896064443180,5.49,SantosCart,2025-01-04 15:00:00+00:00,Absorvente Naturalmente Noturno Longo s/abas 10 und
7896064471015,3.99,Favorito - Natal ZN,2025-01-04 15:00:00+00:00,Absorvente Naturalmente Noturno Longo c/abas 10 und
7894904271733,2.49,Favorito - Natal ZN,2025-01-04 15:00:00+00:00,Margarina Primor 250g
7894904271733,3.49,SantosCart,2025-01-04 15:00:00+00:00,Margarina Primor 250g
7896013100461,1.99,SantosCart,2025-01-04 15:00:00+00:00,Água Sanitária Olimpo Frasco 1L
7896013100461,1.65,Favorito - Natal ZN,2025-01-04 15:00:00+00:00,Água Sanitária Olimpo Frasco 1L
7896013100386,2.99,SantosCart,2025-01-04 15:00:00+00:00,Água Sanitaria Brilux Branca 1L
7896013100386,1.79,Favorito - Natal ZN,2025-01-04 15:00:00+00:00,Água Sanitaria Brilux Branca 1L
7896264670942,2.49,SantosCart,2025-01-04 15:00:00+00:00,Macarrão Estrela Espaguete Gostoso Comum 400g
7896264670942,2.09,Favorito - Natal ZN,2025-01-04 15:00:00+00:00,Macarrão Estrela Espaguete Gostoso Comum 400g
7500435201292,10.9,SantosCart,2025-01-04 15:00:00+00:00,Amaciante Concentrado Downy Brisa Intenso 500ml
7500435201292,8.5,Favorito - Natal ZN,2025-01-04 15:00:00+00:00,Amaciante Concentrado Downy Brisa Intenso 500ml
7506195143834,8.5,Favorito - Natal ZN,2025-01-04 15:00:00+00:00,Amaciante Concentrado Downy Brisa De Verão 500ml
7506195143834,10.9,SantosCart,2025-01-04 15:00:00+00:00,Amaciante Concentrado Downy Brisa De Verão 500ml
7506195143858,8.5,Favorito - Natal ZN,2025-01-04 15:00:00+00:00,Amaciante Concentrado Downy Lírios do Campo 500ml
7506195143858,10.9,SantosCart,2025-01-04 15:00:00+00:00,Amaciante Concentrado Downy Lírios do Campo 500ml
7896221600012,2.06,Favorito - Natal ZN,2025-01-04 15:00:00+00:00,Água Sanitária Dragão 1L
7896221600012,2.25,SantosCart,2025-01-04 15:00:00+00:00,Água Sanitária Dragão 1L
7897801700146,5.49,SantosCart,2025-01-04 15:00:00+00:00,Refrigerante Dore Guaraná 2L
7897801700146,4.59,Favorito - Natal ZN,2025-01-04 15:00:00+00:00,Refrigerante Dore Guaraná 2L
7897801700313,5.49,SantosCart,2025-01-04 15:00:00+00:00,Refrigerante Dore Cola 2L
7897801700313,4.59,Favorito - Natal ZN,2025-01-04 15:00:00+00:00,Refrigerante Dore Cola 2L
7891022867893,1.99,SantosCart,2025-01-04 15:00:00+00:00,Lã de Aço Bombril 60g
7891022867893,1.49,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Lã de Aço Bombril 60g
7896098909980,5.99,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Lustra Móveis Ypê Lavanda 200ml
7896098909980,6.99,SantosCart,2025-01-04 15:00:00+00:00,Lustra Móveis Ypê Lavanda 200ml
7897042012329,10.9,SantosCart,2025-01-04 15:00:00+00:00,Creme Skala Maionese Capilar Nutritiva 2em1 1kg
7897042012329,8.5,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Creme Skala Maionese Capilar Nutritiva 2em1 1kg
7897801700313,4.95,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Refrigerante Dore Cola 2L
7897274416391,1.49,SantosCart,2025-01-04 15:00:00+00:00,Detergente Absoluto Limão 500ml
7897274416391,1.19,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Detergente Absoluto Limão 500ml
7897274410276,1.19,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Detergente Guarani Lava Louças Neutro 500ml
7897274410276,1.79,SantosCart,2025-01-04 15:00:00+00:00,Detergente Guarani Lava Louças Neutro 500ml
7896013103585,3.19,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Amaciante de Roupas Sonho Magic 500ml
7896013103585,3.99,SantosCart,2025-01-04 15:00:00+00:00,Amaciante de Roupas Sonho Magic 500ml
7897042004942,10.9,SantosCart,2025-01-04 15:00:00+00:00,Creme Manteiga de Karité Skala 1kg
7897042004942,8.5,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Creme Manteiga de Karité Skala 1kg
7897042012183,10.9,SantosCart,2025-01-04 15:00:00+00:00,Creme Bomba de Vitaminas Skala 1kg
7897042012183,8.5,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Creme Bomba de Vitaminas Skala 1kg
7897042004904,10.9,SantosCart,2025-01-04 15:00:00+00:00,Creme Ceramidas Skala 1kg
7897042004904,8.5,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Creme Ceramidas Skala 1kg
7897042012312,10.9,SantosCart,2025-01-04 15:00:00+00:00,Creme Mais Cachos Skala 1kg
7897042012312,8.5,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Creme Mais Cachos Skala 1kg
7891035210006,5.99,SantosCart,2025-01-04 15:00:00+00:00,Limpador Veja Gold Multiuso 500ml
7891035210006,4.79,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Limpador Veja Gold Multiuso 500ml
7898403780918,7.99,SantosCart,2025-01-04 15:00:00+00:00,Leite Em Pó Betania Integral 200g
7898403780918,6.49,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Leite Em Pó Betania Integral 200g
7891024132005,4.49,SantosCart,2025-01-04 15:00:00+00:00,Creme Dental Colgate Tripla Ação Menta 90g
7891024132005,2.87,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Creme Dental Colgate Tripla Ação Menta 90g
7896116900029,7.99,SantosCart,2025-01-04 15:00:00+00:00,Feijão Carioca Kicaldo T.1 1kg
7896116900029,5.99,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Feijão Carioca Kicaldo T.1 1kg
7898932426042,1.99,SantosCart,2025-01-04 15:00:00+00:00,Flocão Maratá 500g
7898932426042,1.55,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Flocão Maratá 500g
7898366930023,1.69,SantosCart,2025-01-04 15:00:00+00:00,Flocão Vitamilho 500g
7898366930023,1.39,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Flocão Vitamilho 500g
7898387120380,4.98,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Leite Natville UHT Integral 1L
7898387120380,5.99,SantosCart,2025-01-04 15:00:00+00:00,Leite Natville UHT Integral 1L
7898219640208,5.99,SantosCart,2025-01-04 15:00:00+00:00,Goma Fresca Sinhá Maria 1kg
7898219640208,4.99,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Goma Fresca Sinhá Maria 1kg
7896045112968,3.99,SantosCart,2025-01-04 15:00:00+00:00,Café Solúvel Santa Clara Clássico 40g
7896045112968,3.39,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Café Solúvel Santa Clara Clássico 40g
7896348300901,4.49,SantosCart,2025-01-04 15:00:00+00:00,Café Solúvel Melitta ExtraForte 40g
7896348300901,3.99,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Café Solúvel Melitta ExtraForte 40g
7896264671055,4.61,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Biscoito Maizena Estrela 307g
7896264671055,4.99,SantosCart,2025-01-04 15:00:00+00:00,Biscoito Maizena Estrela 307g
7896090082063,4.99,SantosCart,2025-01-04 15:00:00+00:00,Farinha de trigo Finna s/fermento 1kg
7896090082063,3.83,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Farinha de trigo Finna s/fermento 1kg
7896264670942,2.16,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Macarrão Estrela Espaguete Gostoso Comum 400g
7898222960010,4.99,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Pão de Forma Center Massas 400g 
7898222960010,5.99,SantosCart,2025-01-04 15:00:00+00:00,Pão de Forma Center Massas 400g 
7896264671048,4.49,SantosCart,2025-01-04 15:00:00+00:00,Macarrão Estrela Parafuso 400g
7896264671048,3.99,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Macarrão Estrela Parafuso 400g
7899970402814,5.99,SantosCart,2025-01-04 15:00:00+00:00,Barra de Chocolate Hershey's Ao Leite 82g
7899970402814,5.49,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Barra de Chocolate Hershey's Ao Leite 82g
7899970402838,5.99,SantosCart,2025-01-04 15:00:00+00:00,Barra de Chocolate Hershey's Meio Amargo 40% Cacau 82g
7899970402838,5.49,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Barra de Chocolate Hershey's Meio Amargo 40% Cacau 82g
7891000359822,1.99,SantosCart,2025-01-04 15:00:00+00:00,Bebida Láctea Nescau 180ml
7891000359822,1.49,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Bebida Láctea Nescau 180ml
7891091018103,1.49,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Colorífico São Braz Premium 100g
7891091018103,1.99,SantosCart,2025-01-04 15:00:00+00:00,Colorífico São Braz Premium 100g
7896481140020,1.25,SantosCart,2025-01-04 15:00:00+00:00,Colorífico Coringa S/Sal 100g
7896481140020,0.99,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Colorífico Coringa S/Sal 100g
7896347501057,2.49,SantosCart,2025-01-04 15:00:00+00:00,Papel Higiênico Novo Neutro 4R30m
7896347501057,2.2,"Atacadão - Zona Norte, Natal",2025-01-04 15:00:00+00:00,Papel Higiênico Novo Neutro 4R30m
7896094910904,6.19,Assaí Atacadista - São Gonçalo,2025-01-04 15:00:00+00:00,Adoçante Zero Cal 100ml
7896094910904,6.99,SantosCart,2025-01-04 15:00:00+00:00,Adoçante Zero Cal 100ml
7897518207044,5.89,Assaí Atacadista - São Gonçalo,2025-01-04 15:00:00+00:00,Adoçante Líquido Sadio c/Stevia 100ml
7897518207044,6.49,SantosCart,2025-01-04 15:00:00+00:00,Adoçante Líquido Sadio c/Stevia 100ml
7896213006235,4.19,Assaí Atacadista - São Gonçalo,2025-01-04 15:00:00+00:00,Biscoito Cream Cracker Vitarella Tradicional 350g
7896213006235,5.49,SantosCart,2025-01-04 15:00:00+00:00,Biscoito Cream Cracker Vitarella Tradicional 350g
7896213006358,5.99,SantosCart,2025-01-04 15:00:00+00:00,Biscoito Maria Vitarella Tradicional 350g
7896213006358,4.79,Assaí Atacadista - São Gonçalo,2025-01-04 15:00:00+00:00,Biscoito Maria Vitarella Tradicional 350g
7896051130055,7.79,Assaí Atacadista - São Gonçalo,2025-01-04 15:00:00+00:00,Leite Em Pó Itambé Integral 200g
7896051130055,8.79,SantosCart,2025-01-04 15:00:00+00:00,Leite Em Pó Itambé Integral 200g
7896221600159,1.99,SantosCart,2025-01-04 15:00:00+00:00,Água Sanitária Clorito 1L
7896221600159,1.69,Assaí Atacadista - São Gonçalo,2025-01-04 15:00:00+00:00,Água Sanitária Clorito 1L
7896036090244,9.49,SantosCart,2025-01-04 15:00:00+00:00,Óleo de Soja Liza 900ml
7896036090244,8.69,Assaí Atacadista - São Gonçalo,2025-01-04 15:00:00+00:00,Óleo de Soja Liza 900ml
7896098905913,2.17,SuperFácil Atacado - São Gonçalo,2024-12-28 15:00:00+00:00,Sabão em Barra Ypê Neutro 180g
7791293032436,9.98,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Desodorante Rexona Feminino Powder Dry 150ml
7898366930023,1.39,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Flocão Vitamilho 500g
7898366930023,1.69,SantosCart,2024-12-28 15:00:00+00:00,Flocão Vitamilho 500g
7896006714019,6.49,SantosCart,2024-12-28 15:00:00+00:00,Arroz Pop Parboilizado T.2 1kg
7896006714019,4.98,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Arroz Pop Parboilizado T.2 1kg
7894900027013,9.99,SantosCart,2024-12-28 15:00:00+00:00,Refrigerante Coca Cola 2L
7894900027013,9.0,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Refrigerante Coca Cola 2L
7892840800406,4.19,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Refrigerante Pepsi 1L
7892840800406,4.99,SantosCart,2024-12-28 15:00:00+00:00,Refrigerante Pepsi 1L
7897801701136,1.49,SantosCart,2024-12-28 15:00:00+00:00,Refrigerante Dore Uva 250ml
7897801701136,1.19,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Refrigerante Dore Uva 250ml
7898387120380,5.99,SantosCart,2024-12-28 15:00:00+00:00,Leite Natville UHT Integral 1L
7898387120380,5.29,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Leite Natville UHT Integral 1L
0000000000001,14.0,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Ovos Brancos C/30
0000000000001,14.99,SantosCart,2024-12-28 15:00:00+00:00,Ovos Brancos C/30
7898994026914,2.25,SantosCart,2024-12-28 15:00:00+00:00,Creme de Leite Damare Culinário 200g
7898994026914,1.78,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Creme de Leite Damare Culinário 200g
7896098905913,2.5,SantosCart,2024-12-28 15:00:00+00:00,Sabão em Barra Ypê Neutro 180g
7898366930313,4.49,SantosCart,2024-12-28 15:00:00+00:00,Mostarda Palmeiron 180g
7892840800000,8.49,SantosCart,2024-12-28 15:00:00+00:00,Refrigerante Pepsi Cola 2L
7898272919082,8.99,SantosCart,2024-12-28 15:00:00+00:00,Feijão Carioca Turquesa T.1 1kg
7896006751113,8.99,SantosCart,2024-12-28 15:00:00+00:00,Feijão Preto Camil T.1 1kg
7898908220551,4.09,Assaí Atacadista - São Gonçalo,2024-12-28 15:00:00+00:00,Bolacha Jucurutu Amanteigada 250g
7898366930313,3.89,Assaí Atacadista - São Gonçalo,2024-12-28 15:00:00+00:00,Mostarda Palmeiron 180g
7892840800000,7.29,Assaí Atacadista - São Gonçalo,2024-12-28 15:00:00+00:00,Refrigerante Pepsi Cola 2L
7898272919082,6.79,Assaí Atacadista - São Gonçalo,2024-12-28 15:00:00+00:00,Feijão Carioca Turquesa T.1 1kg
7896006751113,7.39,Assaí Atacadista - São Gonçalo,2024-12-28 15:00:00+00:00,Feijão Preto Camil T.1 1kg
7898908220551,4.99,SantosCart,2024-12-28 15:00:00+00:00,Bolacha Jucurutu Amanteigada 250g
7891091061970,3.99,SantosCart,2024-12-28 15:00:00+00:00,Salgados Pippo's Cebola&Salsa 60g
7891091061970,3.28,Assaí Atacadista - São Gonçalo,2024-12-28 15:00:00+00:00,Salgados Pippo's Cebola&Salsa 60g
7896221600012,2.25,SantosCart,2024-12-28 15:00:00+00:00,Água Sanitária Dragão 1L
7896221600012,1.99,Assaí Atacadista - São Gonçalo,2024-12-28 15:00:00+00:00,Água Sanitária Dragão 1L
7898908222050,4.89,Assaí Atacadista - São Gonçalo,2024-12-28 15:00:00+00:00,Bolacha Jucurutu Manteiga do Sertão 250g
7898908222050,5.49,SantosCart,2024-12-28 15:00:00+00:00,Bolacha Jucurutu Manteiga do Sertão 250g
7908324402865,10.99,SantosCart,2024-12-28 15:00:00+00:00,Sabão em Barra Minuano Neutro Glicerinado 900g
7908324402865,9.9,Assaí Atacadista - São Gonçalo,2024-12-28 15:00:00+00:00,Sabão em Barra Minuano Neutro Glicerinado 900g
7896963402325,3.15,Assaí Atacadista - São Gonçalo,2024-12-28 15:00:00+00:00,Goiabada Doces Dantas 250g
7896963402325,3.99,SantosCart,2024-12-28 15:00:00+00:00,Goiabada Doces Dantas 250g
7893000863125,20.99,SantosCart,2024-12-28 15:00:00+00:00,Filezinho Sassami Sadia Congelado 1kg
7893000863125,18.98,Assaí Atacadista - São Gonçalo,2024-12-28 15:00:00+00:00,Filezinho Sassami Sadia Congelado 1kg
7896213002923,6.99,SantosCart,2024-12-28 15:00:00+00:00,Massa Lasanha Vitarella 200g
7896213002923,5.99,Assaí Atacadista - São Gonçalo,2024-12-28 15:00:00+00:00,Massa Lasanha Vitarella 200g
7891150097544,2.59,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Sabão em Pó Ala Lavanda 400g
7891150097544,3.49,SantosCart,2024-12-28 15:00:00+00:00,Sabão em Pó Ala Lavanda 400g
7891150097568,3.49,SantosCart,2024-12-28 15:00:00+00:00,Sabão em Pó Ala Rosas e Flor de Lis 400g
7891150097568,2.59,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Sabão em Pó Ala Rosas e Flor de Lis 400g
7891091061581,3.99,SantosCart,2024-12-28 15:00:00+00:00,Salgados Pippo's Anime Churrasco 60g
7891091061581,3.19,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Salgados Pippo's Anime Churrasco 60g
7896213005962,1.99,SantosCart,2024-12-28 15:00:00+00:00,Biscoito Recheado Treloso Brigadeiro 120g
7896213005962,1.79,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Biscoito Recheado Treloso Brigadeiro 120g
7896213005917,1.79,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Biscoito Recheado Treloso Chocolate com Morango 120g
7896213005917,1.99,SantosCart,2024-12-28 15:00:00+00:00,Biscoito Recheado Treloso Chocolate com Morango 120g
7896213005931,1.79,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Biscoito Recheado Treloso Doce de Leite 120g
7896213005931,1.99,SantosCart,2024-12-28 15:00:00+00:00,Biscoito Recheado Treloso Doce de Leite 120g
7896213005894,1.79,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Biscoito Recheado Treloso Chocoresco com Chocolate 120g
7896213005894,1.99,SantosCart,2024-12-28 15:00:00+00:00,Biscoito Recheado Treloso Chocoresco com Chocolate 120g
7896292358072,3.99,SantosCart,2024-12-28 15:00:00+00:00,Dueto Predilecta Milho e Ervilha 240g
7896292358072,3.19,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Dueto Predilecta Milho e Ervilha 240g
7897517209544,2.99,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Milho Verde Fugini 170g
7897517209544,3.99,SantosCart,2024-12-28 15:00:00+00:00,Milho Verde Fugini 170g
7891164027711,7.49,SantosCart,2024-12-28 15:00:00+00:00,Leite em Pó Aurora Integral 200g
7891164027711,6.39,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Leite em Pó Aurora Integral 200g
7898215152811,7.99,SantosCart,2024-12-28 15:00:00+00:00,Leite Piracanjuba UHT Zero Lactose 1l
7898215152811,6.59,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Leite Piracanjuba UHT Zero Lactose 1l
7891132019403,4.39,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Tempero Sazón Legumes 60g
7891132019403,5.49,SantosCart,2024-12-28 15:00:00+00:00,Tempero Sazón Legumes 60g
7898964675661,8.99,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Papel Higiênico Familiar Folha Dupla L12P11 12R20M
7898964675661,11.99,SantosCart,2024-12-28 15:00:00+00:00,Papel Higiênico Familiar Folha Dupla L12P11 12R20M
7897886900066,4.59,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Açúcar Demerara Alegre 1kg
7897886900066,5.49,SantosCart,2024-12-28 15:00:00+00:00,Açúcar Demerara Alegre 1kg
7891091061970,3.19,SuperFácil Atacado - Natal ZS,2024-12-28 15:00:00+00:00,Salgados Pippo's Cebola&Salsa 60g
7791293032436,13.98,SantosCart,2024-12-28 15:00:00+00:00,Desodorante Rexona Feminino Powder Dry 150ml
7896064471015,4.69,CDA,2024-12-25 15:00:00+00:00,Absorvente Naturalmente Noturno Longo c/abas 10 und
7896064443180,5.49,SantosCart,2024-12-25 15:00:00+00:00,Absorvente Naturalmente Noturno Longo s/abas 10 und
7896064443180,4.69,CDA,2024-12-25 15:00:00+00:00,Absorvente Naturalmente Noturno Longo s/abas 10 und
7896064445207,2.25,CDA,2024-12-25 15:00:00+00:00,Absorvente Definity Normal s/abas 8 und
7896213006341,5.99,SantosCart,2024-12-25 15:00:00+00:00,Biscoito Vitarella Água Tradicional 350g
7896213006341,5.19,Assaí Atacadista - São Gonçalo,2024-12-25 15:00:00+00:00,Biscoito Vitarella Água Tradicional 350g
7892840815028,0.79,Assaí Atacadista - São Gonçalo,2024-12-25 15:00:00+00:00,Salgadinho Fandangos Elma Chips 23g
7892840815028,1.25,SantosCart,2024-12-25 15:00:00+00:00,Salgadinho Fandangos Elma Chips 23g
7896278302051,0.39,Assaí Atacadista - São Gonçalo,2024-12-25 15:00:00+00:00,Pipoca Bokus Salgada 10g
7896278302051,0.6,SantosCart,2024-12-25 15:00:00+00:00,Pipoca Bokus Salgada 10g
7891515432089,4.89,Assaí Atacadista - São Gonçalo,2024-12-25 15:00:00+00:00,Mortadela de Frango Sadia 400g
7891515432089,5.99,SantosCart,2024-12-25 15:00:00+00:00,Mortadela de Frango Sadia 400g
7898286200374,10.99,SantosCart,2024-12-25 15:00:00+00:00,Café Puro Almofada 250g
7898286200374,9.98,Assaí Atacadista - São Gonçalo,2024-12-25 15:00:00+00:00,Café Puro Almofada 250g
7896064445207,2.99,SantosCart,2024-12-25 15:00:00+00:00,Absorvente Definity Normal s/abas 8 und
7896064445214,2.25,CDA,2024-12-25 15:00:00+00:00,Absorvente Definity Normal c/abas 8 und
7896064445214,2.99,SantosCart,2024-12-25 15:00:00+00:00,Absorvente Definity Normal c/abas 8 und
7896064471015,5.49,SantosCart,2024-12-25 15:00:00+00:00,Absorvente Naturalmente Noturno Longo c/abas 10 und
7896098905906,9.88,SuperFácil Atacado - São Gonçalo,2024-12-21 15:00:00+00:00,Sabão em Barra Ypê Neutro 900g
7891150097568,3.09,Assaí Atacadista - São Gonçalo,2024-12-21 15:00:00+00:00,Sabão em Pó Ala Rosas e Flor de Lis 400g
7891150097568,3.49,SantosCart,2024-12-21 15:00:00+00:00,Sabão em Pó Ala Rosas e Flor de Lis 400g
7891150097575,3.09,Assaí Atacadista - São Gonçalo,2024-12-21 15:00:00+00:00,Sabão em Pó Ala Coco 400g
